"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Specimens_per_Lot"
"1660",2142,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,25.77,14.56,19.37,0.57,3.13,0.69,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,6
"1661",2143,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,27.61,15.03,20.37,0.54,3.21,0.68,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,6
"1662",2144,"MCZ","105575","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1930,1939,"Spring",5,16.23073546,2.255355833,29.68,16.49,22.12,0.56,3.92,0.67,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.0579987,176.0579987,"no",NA,6
"1663",2145,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,28.41,14.61,20.37,0.51,2.95,0.63,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.288750172,7.288750172,"no",NA,9
"1664",2146,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,29.54,15.58,21.45,0.53,3.02,0.82,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.288750172,7.288750172,"no",NA,9
"1665",2147,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,32.75,17.39,23.86,0.53,3.05,0.88,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.288750172,7.288750172,"no",NA,9
"1666",2148,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,38.66,22.01,29.17,0.57,3.61,1.22,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.288750172,7.288750172,"no",NA,9
"1667",2149,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,31.16,15.76,22.16,0.51,3.64,0.65,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.288750172,7.288750172,"no",NA,9
"1668",2150,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,40.87,21.14,29.39,0.52,3.94,0.68,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.288750172,7.288750172,"no",NA,9
"1669",2151,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,40.8,22.69,30.43,0.56,3.94,1.41,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.288750172,7.288750172,"no",NA,9
"1670",2152,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,36.91,20.24,27.33,0.55,4.27,0.68,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.288750172,7.288750172,"no",NA,9
"1671",2153,"MCZ","323184","Burch","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1940,1940,"Spring",5,15.95952408,1.599574705,38.47,22.99,29.74,0.6,4.38,0.95,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.288750172,7.288750172,"no",NA,9
"1672",2154,"MCZ","326452","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,5.89,3.5,4.54,0.59,0.78,0.25,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,3
"1673",2155,"MCZ","326452","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,8.81,5.02,6.65,0.57,1.17,0.17,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,3
"1674",2156,"MCZ","326452","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,7.38,4.48,5.75,0.61,1.24,0.29,NA,"subtidal",0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,3
"1675",2157,"MCZ","323204","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,12.09,6.08,8.57,0.5,1.79,0.34,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,3
"1676",2158,"MCZ","323204","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,15.23,7.74,10.86,0.51,2.08,0.8,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,3
"1677",2159,"MCZ","323204","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,21.35,11.69,15.8,0.55,2.7,0.66,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,3
"1678",2160,"MCZ","323187","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,35.44,19.51,26.3,0.55,4.07,1.06,NA,"subtidal",0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,4
"1679",2161,"MCZ","323187","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,38.54,20.12,27.85,0.52,4.2,1.19,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,4
"1680",2162,"MCZ","323187","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,43.93,22.07,31.14,0.5,4.29,0.87,NA,"subtidal",0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,4
"1681",2163,"MCZ","323187","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,36.84,21.36,28.05,0.58,4.58,1.08,NA,"subtidal",0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,4
"1682",2165,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,30.76,17.77,23.38,0.58,3.37,0.75,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,6
"1683",2166,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,30.61,17.16,22.92,0.56,3.4,0.66,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,6
"1684",2167,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,33.25,18.78,24.99,0.57,3.59,1.4,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,6
"1685",2168,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,29.14,17.25,22.42,0.59,3.84,0.63,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,6
"1686",2169,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,30,17.11,22.66,0.57,4.13,0.75,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,6
"1687",2170,"MCZ","206470","Burch","Southern California Bight","Los Angeles","Coastal","LA","El Segundo Beach","Los Angeles",NA,33.9,-118.42,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,37.76,20.66,27.93,0.55,4.27,1.23,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.6060028,137.6060028,"no",NA,6
"1688",2172,"MCZ","323202","Burch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,12.89,5.93,8.74,0.46,1.81,0.5,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544393003,0.544393003,"no",NA,3
"1689",2173,"MCZ","323202","Burch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,17.08,7.4,11.24,0.43,1.91,0.74,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544393003,0.544393003,"no",NA,3
"1690",2174,"MCZ","323202","Burch","Southern California Bight","Los Angeles","Coastal","LA","White Point","Los Angeles",NA,33.71,-118.32,"Holocene",NA,1940,1941,"Summer",9,17.33746147,1.693154134,15.07,7.09,10.34,0.47,2.2,0.49,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544393003,0.544393003,"no",NA,3
"1691",2175,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,7.15,4.11,5.42,0.58,0.86,0.2,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1692",2176,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,8.75,4.92,6.56,0.56,0.87,0.5,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1693",2177,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,9.46,5.42,7.16,0.57,1.02,0.2,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1694",2178,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,9.75,5.99,7.64,0.61,1.18,0.18,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1695",2179,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,9.91,6.02,7.72,0.61,1.29,0.3,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1696",2180,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,10.9,6.75,8.58,0.62,1.32,0.25,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1697",2181,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,10.53,6.51,8.28,0.62,1.44,0.23,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1698",2182,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,13.87,8.17,10.65,0.59,1.47,0.39,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1699",2183,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,13.31,7.93,10.27,0.6,1.53,0.33,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1700",2184,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,15.09,8.8,11.52,0.58,1.53,0.34,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1701",2185,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,13.37,7.67,10.13,0.57,1.57,0.23,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1702",2186,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,13.91,8.25,10.71,0.59,1.57,0.35,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1703",2187,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,13.73,7.89,10.41,0.58,1.58,0.33,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1704",2188,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,14.17,8.35,10.88,0.59,1.6,0.28,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1705",2189,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,13.33,7.89,10.26,0.59,1.67,0.27,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1706",2190,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,12.47,7.56,9.71,0.61,1.68,0.24,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1707",2191,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,11.45,7.41,9.21,0.65,1.69,0.25,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1708",2192,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,15.29,8.47,11.38,0.55,1.74,0.36,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1709",2193,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,15.55,8.9,11.76,0.57,1.84,0.33,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1710",2194,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,13.86,7.45,10.16,0.54,1.87,0.16,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1711",2195,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,18.28,10.3,13.72,0.56,1.95,0.49,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1712",2196,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,15.14,8.61,11.42,0.57,1.96,0.21,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1713",2197,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,16.27,9.49,12.43,0.58,1.97,0.36,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1714",2198,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,15.7,8.94,11.85,0.57,2.01,0.27,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1715",2199,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,14.32,8.23,10.86,0.58,2.08,0.28,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1716",2200,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,16.45,10.07,12.87,0.61,2.16,0.32,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1717",2201,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,16.98,9.83,12.92,0.58,2.17,0.29,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1718",2202,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,20.51,11.2,15.16,0.55,2.17,0.31,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1719",2203,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,16.91,9.85,12.91,0.58,2.19,0.44,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1720",2204,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,18.37,10.54,13.91,0.57,2.31,0.36,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1721",2205,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,18.84,11.33,14.61,0.6,2.31,0.39,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1722",2206,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,19.01,11.94,15.07,0.63,2.38,0.38,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1723",2207,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,19.44,10.91,14.56,0.56,2.41,0.34,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1724",2208,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,19.06,10.8,14.35,0.57,2.47,0.48,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
"1725",2209,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,19.43,11.25,14.78,0.58,2.49,0.4,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,55
